Date,Open,High,Low,Close,Adj Close,Volume
2015-05-19,213.240005,213.570007,212.690002,213.029999,188.509308,72114600
2015-05-20,213.149994,213.779999,212.500000,212.880005,188.376572,76857500
2015-05-21,212.710007,213.750000,212.509995,213.500000,188.925201,64764600
2015-05-22,213.039993,213.539993,212.910004,212.990005,188.473907,57433500
2015-05-26,212.399994,212.910004,210.199997,210.699997,186.447510,124308600
2015-05-27,211.250000,212.979996,210.759995,212.699997,188.217255,93214000
2015-05-28,212.330002,212.589996,211.630005,212.460007,188.004883,74974600
2015-05-29,212.380005,212.429993,210.820007,211.139999,186.836838,124919600
2015-06-01,211.940002,212.339996,210.619995,211.570007,187.217346,93338800
2015-06-02,211.020004,212.190002,210.270004,211.360001,187.031525,91531000
2015-06-03,212.000000,212.669998,211.330002,211.919998,187.527054,87820900
2015-06-04,211.070007,211.860001,209.750000,210.130005,185.943039,151882800
2015-06-05,209.949997,210.580002,208.979996,209.770004,185.624542,121704700
2015-06-08,209.639999,209.820007,208.389999,208.479996,184.483032,89063300
2015-06-09,208.449997,209.100006,207.690002,208.449997,184.456451,105034700
2015-06-10,209.369995,211.410004,209.300003,210.949997,186.668701,134551300
2015-06-11,211.479996,212.089996,211.199997,211.630005,187.270401,73876400
2015-06-12,210.639999,211.479996,209.679993,210.009995,185.836929,135382400
2015-06-15,208.639999,209.449997,207.789993,209.110001,185.040497,124384200
2015-06-16,208.929993,210.350006,208.720001,210.250000,186.049255,85308200
2015-06-17,210.589996,211.320007,209.360001,210.589996,186.350159,126708600
2015-06-18,211.309998,213.339996,210.630005,212.779999,188.288071,165867900
2015-06-19,211.460007,211.550003,210.360001,210.809998,187.452194,130478700
2015-06-22,211.910004,212.589996,211.639999,211.889999,188.412552,70696000
2015-06-23,212.139999,212.440002,211.570007,212.039993,188.545883,68476800
2015-06-24,211.720001,212.169998,210.470001,210.500000,187.176559,92307300
2015-06-25,211.100006,211.250000,209.770004,209.860001,186.607468,97107400
2015-06-26,210.289993,210.580002,209.160004,209.820007,186.571915,104174800
2015-06-29,208.050003,209.830002,205.330002,205.419998,182.659424,202621300
2015-06-30,207.259995,207.320007,205.279999,205.850006,183.041794,182925100
2015-07-01,207.729996,208.029999,206.559998,207.500000,184.508972,135979900
2015-07-02,208.070007,208.270004,206.809998,207.309998,184.340027,104373700
2015-07-06,205.770004,207.649994,205.529999,206.720001,183.815384,117975400
2015-07-07,206.960007,208.169998,204.110001,208.020004,184.971359,173820200
2015-07-08,206.419998,206.759995,204.250000,204.529999,181.868073,164020100
2015-07-09,207.039993,207.350006,204.770004,204.899994,182.197021,144113100
2015-07-10,207.289993,207.979996,204.949997,207.479996,184.491165,129456900
2015-07-13,208.990005,209.899994,208.940002,209.770004,186.527466,106069400
2015-07-14,209.720001,211.050003,209.649994,210.679993,187.336609,81709600
2015-07-15,210.729996,211.279999,210.039993,210.610001,187.274338,97914100
2015-07-16,211.869995,212.300003,211.580002,212.300003,188.777145,106683300
2015-07-17,212.289993,212.550003,211.800003,212.479996,188.937180,89030000
2015-07-20,212.750000,213.179993,212.210007,212.589996,189.035034,70446800
2015-07-21,212.429993,212.740005,211.389999,211.750000,188.288071,77965000
2015-07-22,210.929993,211.770004,210.889999,211.369995,187.950195,88667900
2015-07-23,211.529999,211.649994,209.750000,210.179993,186.891998,90509100
2015-07-24,210.300003,210.369995,207.600006,208.000000,184.953568,117755000
2015-07-27,206.940002,207.550003,206.259995,206.789993,183.877609,132361100
2015-07-28,207.789993,209.500000,206.800003,209.330002,186.136246,123544800
2015-07-29,209.479996,211.039993,209.309998,210.770004,187.416687,105791300
2015-07-30,210.160004,211.020004,209.419998,210.820007,187.461121,91304400
2015-07-31,211.419998,211.449997,210.160004,210.500000,187.176559,103266900
2015-08-03,210.460007,210.529999,208.649994,209.789993,186.545288,113965700
2015-08-04,209.699997,210.250000,208.800003,209.380005,186.180679,81820800
2015-08-05,210.449997,211.309998,209.729996,210.070007,186.794220,85786800
2015-08-06,210.289993,210.419998,207.649994,208.350006,185.264786,116030800
2015-08-07,208.160004,208.339996,206.869995,207.949997,184.909119,117858000
2015-08-10,209.279999,210.669998,209.279999,210.570007,187.238770,80270700
2015-08-11,208.970001,209.470001,207.759995,208.669998,185.549286,126081400
2015-08-12,207.110001,209.139999,205.360001,208.919998,185.771637,172123700
2015-08-13,208.729996,209.550003,208.009995,208.660004,185.540421,89383300
2015-08-14,208.429993,209.509995,208.259995,209.419998,186.216217,72786500
2015-08-17,208.710007,210.589996,208.160004,210.589996,187.256607,79072600
2015-08-18,210.259995,210.679993,209.699997,209.979996,186.714188,71692700
2015-08-19,209.089996,210.009995,207.350006,208.320007,185.238129,172946000
2015-08-20,206.509995,208.289993,203.899994,203.970001,181.370102,194327900
2015-08-21,201.729996,203.940002,197.520004,197.830002,175.910385,346588500
2015-08-24,187.490005,197.479996,182.399994,189.500000,168.503342,507244300
2015-08-25,195.429993,195.449997,186.919998,187.270004,166.520432,369833100
2015-08-26,192.080002,194.789993,188.369995,194.460007,172.913788,339257000
2015-08-27,197.020004,199.419998,195.210007,199.270004,177.190872,274143900
2015-08-28,198.500000,199.839996,197.919998,199.279999,177.199738,160414400
2015-08-31,198.110001,199.130005,197.009995,197.669998,175.768143,163298800
2015-09-01,193.119995,194.770004,190.729996,191.770004,170.521835,256000400
2015-09-02,194.619995,195.460007,192.419998,195.410004,173.758545,160269300
2015-09-03,196.259995,198.050003,194.960007,195.550003,173.883041,152087800
2015-09-04,192.850006,193.860001,191.610001,192.589996,171.250977,207081000
2015-09-08,195.940002,197.610001,195.169998,197.429993,175.554718,116025700
2015-09-09,199.320007,199.470001,194.350006,194.789993,173.207214,149347700
2015-09-10,194.559998,197.220001,194.250000,195.850006,174.149780,158611100
2015-09-11,195.380005,196.820007,194.529999,196.740005,174.941162,119691200
2015-09-14,196.949997,197.009995,195.429993,196.009995,174.292038,79452000
2015-09-15,196.610001,198.990005,195.960007,198.460007,176.470612,113806200
2015-09-16,198.820007,200.410004,198.410004,200.179993,177.999985,99581600
2015-09-17,200.020004,202.889999,199.279999,199.729996,177.599869,276046600
2015-09-18,195.710007,198.679993,194.960007,195.449997,174.697647,223657500
2015-09-21,196.440002,197.679993,195.210007,196.460007,175.600372,105726200
2015-09-22,193.880005,194.460007,192.559998,193.910004,173.321152,153890900
2015-09-23,194.110001,194.669998,192.910004,193.600006,173.044067,92790600
2015-09-24,192.149994,193.449997,190.559998,192.899994,172.418411,159378800
2015-09-25,194.639999,195.000000,191.809998,192.850006,172.373718,155054800
2015-09-28,191.779999,191.910004,187.639999,188.009995,168.047607,178515900
2015-09-29,188.270004,189.740005,186.929993,188.119995,168.145905,159045600
2015-09-30,190.369995,191.830002,189.440002,191.630005,171.283264,163452000
2015-10-01,192.080002,192.490005,189.820007,192.130005,171.730118,131079000
2015-10-02,189.770004,195.029999,189.119995,195.000000,174.295425,211003300
2015-10-05,196.460007,198.740005,196.330002,198.470001,177.397003,126320800
2015-10-06,198.309998,198.979996,197.000000,197.789993,176.789154,110274500
2015-10-07,198.899994,199.830002,197.479996,199.410004,178.237183,124307300
2015-10-08,198.949997,201.550003,198.589996,201.210007,179.846069,153055200
2015-10-09,201.380005,201.899994,200.580002,201.330002,179.953278,107069200
2015-10-12,201.419998,201.759995,200.910004,201.520004,180.123154,56395600
2015-10-13,200.649994,202.160004,200.050003,200.250000,178.987991,88038700
2015-10-14,200.179993,200.869995,198.940002,199.289993,178.129898,99106200
2015-10-15,200.080002,202.360001,199.639999,202.350006,180.865036,134142200
2015-10-16,202.830002,203.289993,201.919998,203.270004,181.687378,114580100
2015-10-19,202.500000,203.369995,202.130005,203.369995,181.776703,76523900
2015-10-20,202.850006,203.839996,202.550003,203.110001,181.544312,78448500
2015-10-21,203.610001,203.789993,201.649994,201.850006,180.418076,102038000
2015-10-22,202.979996,205.509995,201.850006,205.259995,183.466003,174911700
2015-10-23,207.250000,207.949997,206.300003,207.509995,185.477142,144442300
2015-10-26,207.300003,207.369995,206.559998,207.000000,185.021255,69033000
2015-10-27,206.199997,207.000000,205.789993,206.600006,184.663742,77905800
2015-10-28,207.000000,208.979996,206.210007,208.949997,186.764252,135906700
2015-10-29,208.350006,209.270004,208.210007,208.830002,186.656967,90525500
2015-10-30,209.059998,209.440002,207.740005,207.929993,185.852570,131076900
2015-11-02,208.320007,210.619995,208.169998,210.389999,188.051331,86270800
2015-11-03,209.970001,211.660004,209.699997,211.000000,188.596573,95246100
2015-11-04,211.350006,211.500000,209.720001,210.360001,188.024521,96224500
2015-11-05,210.429993,210.979996,209.089996,210.149994,187.836838,78408700
2015-11-06,209.740005,210.320007,208.460007,210.039993,187.738510,110471500
2015-11-09,209.309998,209.490005,206.949997,208.080002,185.986633,131008700
2015-11-10,207.509995,208.600006,207.190002,208.559998,186.415604,75874600
2015-11-11,208.880005,208.940002,207.660004,207.740005,185.682724,67846000
2015-11-12,206.500000,207.059998,204.820007,204.839996,183.090637,121315200
2015-11-13,204.350006,204.669998,202.440002,202.539993,181.034851,153577100
2015-11-16,202.320007,205.690002,202.179993,205.619995,183.787827,117645200
2015-11-17,205.990005,207.039993,204.880005,205.470001,183.653702,121123700
2015-11-18,206.039993,208.899994,205.990005,208.729996,186.567612,121342500
2015-11-19,208.589996,209.050003,208.199997,208.550003,186.406723,88220500
2015-11-20,209.449997,210.119995,208.860001,209.309998,187.086014,94011500
2015-11-23,209.380005,209.979996,208.520004,209.070007,186.871506,64931200
2015-11-24,207.869995,209.830002,207.410004,209.350006,187.121796,98874400
2015-11-25,209.500000,209.740005,209.009995,209.320007,187.094940,51980100
2015-11-27,209.429993,209.800003,208.860001,209.559998,187.309464,37317800
2015-11-30,209.750000,209.889999,208.559998,208.690002,186.531845,112822700
2015-12-01,209.440002,210.820007,209.110001,210.679993,188.310562,97858400
2015-12-02,210.619995,211.000000,208.229996,208.529999,186.388855,108441300
2015-12-03,208.830002,209.149994,204.750000,205.610001,183.778870,166224200
2015-12-04,205.610001,209.970001,205.610001,209.619995,187.363098,192913900
2015-12-07,209.229996,209.729996,207.199997,208.350006,186.227951,102027100
2015-12-08,206.490005,208.289993,205.779999,206.949997,184.976578,103372400
2015-12-09,206.190002,208.679993,204.179993,205.339996,183.537552,162401500
2015-12-10,205.419998,207.429993,205.139999,205.869995,184.011261,116128900
2015-12-11,203.350006,204.139999,201.509995,201.880005,180.444916,211173300
2015-12-14,202.070007,203.050003,199.949997,202.899994,181.356567,182385200
2015-12-15,204.699997,206.110001,202.869995,205.029999,183.260468,154069600
2015-12-16,206.369995,208.389999,204.800003,208.029999,185.941925,197017000
2015-12-17,208.399994,208.479996,204.839996,204.860001,183.108490,173092500
2015-12-18,202.770004,202.929993,199.830002,200.020004,179.846405,251393500
2015-12-21,201.410004,201.880005,200.089996,201.669998,181.330017,99094300
2015-12-22,202.720001,203.850006,201.550003,203.500000,182.975449,111026200
2015-12-23,204.690002,206.070007,204.580002,206.020004,185.241272,110987200
2015-12-24,205.720001,206.330002,205.419998,205.679993,184.935562,48539600
2015-12-28,204.860001,205.259995,203.940002,205.210007,184.513000,65899900
2015-12-29,206.509995,207.789993,206.470001,207.399994,186.482040,92640700
2015-12-30,207.110001,207.210007,205.759995,205.929993,185.160324,63317700
2015-12-31,205.130005,205.889999,203.869995,203.869995,183.308121,114877900
2016-01-04,200.490005,201.029999,198.589996,201.020004,180.745575,222353500
2016-01-05,201.399994,201.899994,200.050003,201.360001,181.051315,110845800
2016-01-06,198.339996,200.059998,197.600006,198.820007,178.767456,152112600
2016-01-07,195.330002,197.440002,193.589996,194.050003,174.478516,213436100
2016-01-08,195.190002,195.850006,191.580002,191.919998,172.563385,209817200
2016-01-11,193.009995,193.410004,189.820007,192.110001,172.734207,187941300
2016-01-12,193.820007,194.550003,191.139999,193.660004,174.127853,172330500
2016-01-13,194.449997,194.860001,188.380005,188.830002,169.784988,221168900
2016-01-14,189.550003,193.259995,187.660004,191.929993,172.572342,240795600
2016-01-15,186.770004,188.759995,185.520004,187.809998,168.867889,324846400
2016-01-19,189.960007,190.110001,186.199997,188.059998,169.092667,195244400
2016-01-20,185.029999,187.500000,181.020004,185.649994,166.925720,286547800
2016-01-21,186.210007,188.869995,184.639999,186.690002,167.860840,195772900
2016-01-22,189.779999,190.759995,188.880005,190.520004,171.304581,168319600
2016-01-25,189.919998,190.149994,187.410004,187.639999,168.714996,130371700
2016-01-26,188.419998,190.529999,188.020004,190.199997,171.016815,141036800
2016-01-27,189.580002,191.559998,187.059998,188.130005,169.155640,185681700
2016-01-28,189.960007,190.199997,187.160004,189.110001,170.036789,143798800
2016-01-29,190.020004,193.880005,189.880005,193.720001,174.181839,210529300
2016-02-01,192.529999,194.580002,191.839996,193.649994,174.118851,136061600
2016-02-02,191.960007,191.970001,189.539993,190.160004,170.980881,182564900
2016-02-03,191.410004,191.779999,187.100006,191.300003,172.005890,205054900
2016-02-04,190.710007,192.750000,189.960007,191.600006,172.275681,139531800
2016-02-05,190.990005,191.669998,187.199997,187.949997,168.993729,180788300
2016-02-08,185.770004,186.119995,182.800003,185.419998,166.718948,191526700
2016-02-09,183.360001,186.940002,183.199997,185.429993,166.727951,184513100
2016-02-10,186.410004,188.339996,185.119995,185.270004,166.584045,148214100
2016-02-11,182.339996,184.100006,181.089996,182.860001,164.417160,219058900
2016-02-12,184.960007,186.649994,183.960007,186.630005,167.806885,127632400
2016-02-16,188.770004,189.809998,187.630005,189.779999,170.639191,120250700
2016-02-17,191.160004,193.320007,191.009995,192.880005,173.426559,136009500
2016-02-18,193.199997,193.270004,191.720001,192.089996,172.716202,102343000
2016-02-19,191.169998,192.179993,190.449997,192.000000,172.635300,114793000
2016-02-22,193.869995,194.949997,193.789993,194.779999,175.134918,103640300
2016-02-23,194.000000,194.320007,192.179993,192.320007,172.922989,111455300
2016-02-24,190.630005,193.529999,189.320007,193.199997,173.714218,150812200
2016-02-25,193.729996,195.550003,192.830002,195.539993,175.818237,110728300
2016-02-26,196.570007,196.679993,194.899994,195.089996,175.413635,129833700
2016-02-29,195.110001,196.229996,193.330002,193.559998,174.037964,125918100
2016-03-01,195.009995,198.210007,194.449997,198.110001,178.129059,141799700
2016-03-02,197.740005,199.059998,197.250000,199.000000,178.929321,102415000
2016-03-03,198.789993,199.800003,198.110001,199.779999,179.630646,95172200
2016-03-04,200.009995,201.350006,199.029999,200.429993,180.215057,129293600
2016-03-07,199.339996,201.070007,199.250000,200.589996,180.358917,100219000
2016-03-08,199.320007,199.919998,198.210007,198.399994,178.389801,123974900
2016-03-09,199.360001,199.789993,198.429993,199.380005,179.270966,94801200
2016-03-10,199.960007,201.070007,197.380005,199.539993,179.414825,156838700
2016-03-11,201.259995,202.809998,199.520004,202.759995,182.310043,137964500
2016-03-14,202.160004,203.039993,201.770004,202.500000,182.076324,73612000
2016-03-15,201.360001,202.529999,201.050003,202.169998,181.779541,93169100
2016-03-16,201.600006,203.820007,201.550003,203.339996,182.831543,129303200
2016-03-17,203.240005,205.229996,202.770004,204.630005,183.991455,134278500
2016-03-18,204.169998,204.779999,203.800003,204.380005,184.714493,138372400
2016-03-21,204.070007,204.940002,203.800003,204.669998,184.976563,72926700
2016-03-22,203.759995,205.229996,203.570007,204.559998,184.877151,97471900
2016-03-23,204.110001,204.330002,203.009995,203.210007,183.657059,81052500
2016-03-24,202.000000,203.160004,201.740005,203.119995,183.575745,84360900
2016-03-28,203.610001,203.860001,202.710007,203.240005,183.684174,62408200
2016-03-29,202.759995,205.250000,202.399994,205.119995,185.383255,92922900
2016-03-30,206.300003,206.869995,205.589996,206.020004,186.196686,86365300
2016-03-31,205.910004,206.410004,205.330002,205.520004,185.744797,94584100
2016-04-01,204.350006,207.139999,203.979996,206.919998,187.010086,114423500
2016-04-04,206.830002,207.070007,205.889999,206.250000,186.404556,63497000
2016-04-05,204.669998,206.259995,203.889999,204.190002,184.542770,99662200
2016-04-06,204.190002,206.490005,203.979996,206.419998,186.558212,91839800
2016-04-07,205.139999,205.559998,203.089996,203.949997,184.325897,113859000
2016-04-08,205.339996,205.850006,203.869995,204.500000,184.822922,95040600
2016-04-11,205.250000,206.070007,203.910004,204.020004,184.389114,83757500
2016-04-12,204.220001,206.250000,203.699997,205.919998,186.106308,115350600
2016-04-13,207.000000,208.100006,206.839996,208.000000,187.986145,96336400
2016-04-14,208.070007,208.600006,207.600006,208.009995,187.995178,65212900
2016-04-15,208.009995,208.169998,207.399994,207.779999,187.787323,75761600
2016-04-18,207.779999,209.279999,207.000000,209.240005,189.106873,82531000
2016-04-19,209.740005,210.199997,208.940002,209.899994,189.703339,88316100
2016-04-20,209.949997,210.919998,209.389999,210.100006,189.884125,81100300
2016-04-21,210.119995,210.250000,208.649994,208.970001,188.862823,85695000
2016-04-22,208.550003,209.289993,207.910004,208.970001,188.862823,99251700
2016-04-25,208.259995,208.660004,207.539993,208.610001,188.537506,66166500
2016-04-26,209.039993,209.520004,208.360001,208.919998,188.817657,75864200
2016-04-27,208.470001,209.809998,208.050003,209.350006,189.206253,77329400
2016-04-28,208.460007,209.759995,206.960007,207.449997,187.489075,97216200
2016-04-29,206.720001,207.130005,205.029999,206.330002,186.476837,142424100
2016-05-02,206.919998,208.179993,206.410004,207.970001,187.959045,62188000
2016-05-03,206.520004,206.800003,205.279999,206.160004,186.323212,106422100
2016-05-04,204.990005,205.850006,204.419998,205.009995,185.283875,92243800
2016-05-05,205.559998,205.979996,204.470001,204.970001,185.247726,67619200
2016-05-06,204.059998,205.770004,203.880005,205.720001,185.925552,89315000
2016-05-09,205.570007,206.399994,205.360001,205.889999,186.079193,74374900
2016-05-10,206.720001,208.470001,206.639999,208.449997,188.392883,77472200
2016-05-11,207.910004,208.539993,206.500000,206.500000,186.630493,81727000
2016-05-12,207.289993,207.490005,205.369995,206.559998,186.684723,89586300
2016-05-13,206.210007,206.860001,204.380005,204.759995,185.057938,96474600
2016-05-16,204.960007,207.339996,204.889999,206.779999,186.883560,77486800
2016-05-17,206.460007,206.800003,204.229996,204.850006,185.139282,114924900
2016-05-18,204.440002,206.300003,203.630005,204.910004,185.193497,120062100
2016-05-19,204.059998,204.539993,202.779999,204.199997,184.551773,115430500
2016-05-20,204.919998,206.100006,204.860001,205.490005,185.717667,104990400
2016-05-23,205.509995,205.839996,204.990005,205.210007,185.464661,58682600
2016-05-24,206.169998,208.240005,206.139999,207.869995,187.868668,93537800
2016-05-25,208.669998,209.770004,207.869995,209.279999,189.142975,76621400
2016-05-26,209.440002,209.710007,208.970001,209.339996,189.197189,55280700
2016-05-27,209.529999,210.250000,209.470001,210.240005,190.010605,64211200
2016-05-31,210.559998,210.690002,209.179993,209.839996,189.649109,109879400
2016-06-01,209.119995,210.479996,208.889999,210.270004,190.037750,69936200
2016-06-02,209.800003,210.929993,209.240005,210.910004,190.616165,63044700
2016-06-03,210.250000,210.690002,208.860001,210.279999,190.046753,101757100
2016-06-06,210.699997,211.770004,210.509995,211.350006,191.013824,64887000
2016-06-07,211.529999,212.339996,211.500000,211.679993,191.312073,60974800
2016-06-08,211.839996,212.520004,211.690002,212.369995,191.935669,66170900
2016-06-09,211.509995,212.220001,211.190002,212.080002,191.673599,73786900
2016-06-10,210.460007,210.860001,209.429993,210.070007,189.856979,113829200
2016-06-13,209.360001,210.369995,208.350006,208.449997,188.392883,117751200
2016-06-14,208.000000,208.740005,206.919998,208.039993,188.022308,125059300
2016-06-15,208.039993,209.360001,207.529999,207.750000,187.760239,109124500
2016-06-16,207.750000,208.570007,205.589996,208.369995,188.320557,149533100
2016-06-17,207.169998,207.199997,205.750000,206.520004,187.619202,117055700
2016-06-20,208.820007,209.610001,207.750000,207.850006,188.827499,82789600
2016-06-21,208.300003,208.919998,207.779999,208.440002,189.363525,72461700
2016-06-22,208.649994,209.500000,207.929993,208.100006,189.054611,95560500
2016-06-23,209.809998,210.869995,209.270004,210.809998,191.516617,102731400
2016-06-24,203.630005,210.850006,202.720001,203.240005,184.639420,333444400
2016-06-27,201.589996,201.600006,198.649994,199.600006,181.332565,230775800
2016-06-28,201.479996,203.229996,201.119995,203.199997,184.603088,159382400
2016-06-29,204.839996,206.929993,204.720001,206.660004,187.746384,137328600
2016-06-30,207.210007,209.539993,206.559998,209.479996,190.308319,165021900
2016-07-01,209.479996,210.490005,209.289993,209.919998,190.708069,106055300
2016-07-05,208.949997,209.080002,207.710007,208.410004,189.336243,109803700
2016-07-06,207.830002,209.800003,207.059998,209.660004,190.471832,96021500
2016-07-07,209.869995,210.649994,208.630005,209.529999,190.353714,85593800
2016-07-08,211.050003,212.940002,210.779999,212.649994,193.188217,133971000
2016-07-11,213.190002,214.070007,212.949997,213.399994,193.869553,73633900
2016-07-12,214.529999,215.300003,213.429993,214.949997,195.277725,101275600
2016-07-13,215.440002,215.449997,214.350006,214.919998,195.250458,87324100
2016-07-14,216.399994,216.669998,215.660004,216.119995,196.340607,91230900
2016-07-15,216.779999,217.009995,215.309998,215.830002,196.077164,107155400
2016-07-18,215.970001,216.600006,215.669998,216.410004,196.604080,58725900
2016-07-19,215.919998,216.229996,215.630005,216.190002,196.404236,54345700
